"TripCode","StationName","StationCode","Longitude","Latitude","SampleDateLocal","Biomass_mgm3","AshFreeBiomass_mgm3","Secchi_m","Year","Month","Day","Time_24hr","ZoopAbundance_m3","CopeAbundance_m3","AvgTotalLengthCopepod_mm","HerbivoreCarnivoreCopepodRatio","NoCopepodSpecies_Sample","ShannonCopepodDiversity","CopepodEvenness","PhytoBiomassCarbon_pgL","PhytoAbund_CellsL","DiatomDinoflagellateRatio","AvgCellVol_um3","NoPhytoSpecies_Sample","ShannonPhytoDiversity","PhytoEvenness","NoDiatomSpecies_Sample","ShannonDiatomDiversity","DiatomEvenness","NoDinoSpecies_Sample","ShannonDinoDiversity","DinoflagellateEvenness","CTDTemperature_degC","CTDSalinity_psu","CTDChlF_mgm3","MLDtemp_m","MLDsal_m","DCM_m","Silicate_umolL","Phosphate_umolL","Ammonium_umolL","Nitrate_umolL","Nitrite_umolL","Oxygen_umolL","DIC_umolkg","TAlkalinity_umolkg","Salinity_psu","PigmentChla_mgm3"
"DAR20151117","Darwin","DAR","130.76805","-12.4",2015-11-18,"12.2731","","2.5","2015","11","18","08:16:00","3261.7325","2363.0919","0.525739396339177","","12","1.64451118844795","0.661799986968628","11812300.6451139","12292.61","0.973819679123331","39404.7332803551","21","2.67785757955756","0.879565723141776","18","2.56502817202523","0.887438844161782","3","1.03975334218999","0.946424278077683","31.0788133333333","35.4900933333333","0.588606666666667","11.931","8.948","11.931","6.53333333333333","0.173333333333333","0.446666666666667","0.1","","","2034.02","2330.88333333333","","0.7875"
"DAR20160201_2130","Darwin","DAR","130.76805","-12.4",2016-02-02,"20.39276","","1.5","2016","2","2","07:00:00","3903.5506","3237.0909","0.586659655278757","","10","1.69298818793627","0.735255427948106","","","","","","","","","","","","","","30.6715153846154","33.4902307692308","0.539715384615385","15.908","5.965","11.931","1.13333333333333","0.356666666666667","0.446666666666667","0.2","","","1938.85333333333","2207.14333333333","33.4936666666667","0.815"
"DAR20160202_0030","Darwin","DAR","130.76805","-12.4",2016-02-02,"9.07654","","2","2016","2","2","10:00:00","","","","","","","","","","","","","","","","","","","","","30.5731538461538","33.6654076923077","0.529238461538462","12.925","5.966","17.896","1.36666666666667","0.973333333333333","0.606666666666667","0.266666666666667","","","1940.66","2214.37666666667","33.6443333333333","1.0015"
"DAR20160202_0330","Darwin","DAR","130.76805","-12.4",2016-02-02,"60.30352","","1.5","2016","2","2","13:00:00","","","","","","","","","","","","","","","","","","","","","30.5076","33.6976923076923","0.573530769230769","5.966","6.96","6.96","1.4","0.29","0.57","0.233333333333333","","","1940.61333333333","2216.71","33.6906666666667","0.986"
"DAR20160202_0630","Darwin","DAR","130.76805","-12.4",2016-02-02,"11.1001","","2","2016","2","2","16:00:00","","","","","","","","7781679.34528162","5131.62","0.989130816396916","46570.9083137399","9","1.26533674074379","0.575879568158573","8","1.21781530654732","0.585645367824832","","","","30.5663","33.6375857142857","0.603521428571429","16.902","6.96","6.96","1.43333333333333","0.1","0.526666666666667","0.2","","","1940.99666666667","2214.65333333333","33.6643333333333","1.0355"
"DAR20160530","Darwin","DAR","130.76805","-12.4",2016-05-31,"29.30428","","3.5","2016","5","31","07:50:00","14923.2625","11127.6142","0.62180085471511","","10","1.61714571170208","0.702317459025719","5615499.64445768","21250.01","0.994891191654259","10139.5859647439","10","1.41470700842118","0.614399447267174","9","1.35228683432065","0.615452261124841","","","","29.94042","34.4528666666667","0.478866666666667","6.96","14.913","14.913","7.16666666666667","0.153333333333333","0.68","0.433333333333333","","","1989.65333333333","2276.76666666667","34.4606666666667","0.84"
"DAR20160723","Darwin","DAR","130.76805","-12.4",2016-07-24,"25.98153","","1.5","2016","7","24","08:00:00","","","","","","","","","","","","","","","","","","","","","25.9960071428571","35.1189714285714","0.478664285714286","5.965","7.954","19.884","5","0.233333333333333","0.396666666666667","0.133333333333333","0.0766666666666667","","2029.19666666667","2319.97","35.1343333333333","0.873"
"DAR20160724_0130","Darwin","DAR","130.76805","-12.4",2016-07-24,"22.83716","","2","2016","7","24","11:01:00","","","","","","","","","","","","","","","","","","","","","26.0326928571429","35.1576285714286","0.511142857142857","18.89","18.89","18.89","4.66666666666667","0.243333333333333","0.273333333333333","0.1","0.0533333333333333","","2033.33333333333","","35.1596666666667","0.8195"
"DAR20160724_0430","Darwin","DAR","130.76805","-12.4",2016-07-24,"27.8485","","2","2016","7","24","14:00:00","","","","","","","","","","","","","","","","","","","","","26.1603285714286","35.1536142857143","0.5296","12.925","15.908","15.908","4.86666666666667","0.236666666666667","0.33","0.2","0.08","","2031.92333333333","","35.1553333333333","0.95"
"DAR20160724_0730","Darwin","DAR","130.76805","-12.4",2016-07-24,"31.06065","","2.5","2016","7","24","17:00:00","8192.4696","6031.3865","0.615700317829076","","11","1.86749593948785","0.778806297619688","10389781.3441756","5660","0.986522911051213","92942.0494737154","13","1.75173846803005","0.682952457885446","12","1.69884890326841","0.683667092046838","","","","26.3067428571429","35.1231142857143","0.530257142857143","13.919","5.966","15.908","4.63333333333333","0.213333333333333","0.196666666666667","0.166666666666667","0.0566666666666667","","2025.88","","35.119","0.655"
"DAR20161107","Darwin","DAR","130.76805","-12.4",2016-11-08,"22.03568","","2.5","2016","11","8","08:11:00","8796.5914","6431.6785","0.586477672896741","","8","1.48126792834321","0.712339298149538","2978343.78790376","3500.03","0.97999696002432","26783.8100074775","8","1.23871408576953","0.595695556206337","7","1.15786969378965","0.595027316318671","1","0","","31.38278","35.5516133333333","0.424646666666667","15.908","15.908","18.89","5.1","0.196666666666667","0.12","","","","2027.65","2337.90333333333","35.556","0.606"
"DAR20170202_2130","Darwin","DAR","130.76805","-12.4",2017-02-03,"56.44356","","2.5","2017","2","3","07:00:00","","","","","","","","","","","","","","","","","","","","","30.4969153846154","32.8324846153846","1.04136153846154","13.919","5.966","17.896","2.975","0.245","0.2675","1.1","","","1915.68333333333","2201.20666666667","32.8766666666667","0.922"
"DAR20170203_0030","Darwin","DAR","130.76805","-12.4",2017-02-03,"64.59674","","2.5","2017","2","3","10:00:00","","","","","","","","","","","","","","","","","","","","","30.3599307692308","32.9243692307692","1.20050769230769","19.884","5.965","19.884","3.06666666666667","0.216666666666667","0.283333333333333","1","","","1920.14333333333","2207.27666666667","33.0193333333333","0.8675"
"DAR20170203_0330","Darwin","DAR","130.76805","-12.4",2017-02-03,"27.05283","","2.5","2017","2","3","13:00:00","","","","","","","","","","","","","","","","","","","","","30.4863","32.8904785714286","1.23530714285714","17.896","5.966","17.896","4","0.206666666666667","0.26","0.5","","","1915.92333333333","2201.35333333333","32.85","1.035"
"DAR20170203_0630","Darwin","DAR","130.76805","-12.4",2017-02-03,"47.67788","","2.5","2017","2","3","16:00:00","9090.4177","4992.449","0.673828458781799","","14","2.1866437449864","0.828570005072677","11451814615.0614","9300","0.984189723320158","237171406.012654","12","1.72984924173286","0.69614254599079","11","1.662910253371","0.693487439687206","","","","30.5953357142857","32.7881285714286","1.21995","15.908","5.966","5.966","4.16666666666667","0.2","0.113333333333333","0.566666666666667","","","1914.94666666667","2190.94666666667","32.766","1.215"
"DAR20170516","Darwin","DAR","130.76805","-12.4",2017-05-17,"58.26603","","2","2017","5","17","08:47:00","14956.5447","7967.1164","0.685731086908684","","12","1.65458649021289","0.66585458667192","8349445.69688684","6509.84","0.983426857196427","40345.4222599653","19","2.35098280471269","0.798448472305662","16","2.24784142641155","0.810737419647179","2","0.693147180559945","1","26.69345","34.3362","0.519392857142857","11.931","11.931","17.896","3.23333333333333","0.223333333333333","0.0566666666666667","0.266666666666667","0.115","","1940.19333333333","2226.88666666667","33.6276666666667","0.715"
"DAR20170714_2130","Darwin","DAR","130.76805","-12.4",2017-07-15,"123.14707","","2.5","2017","7","15","07:00:00","","","","","","","","","","","","","","","","","","","","","26.69345","34.3362","0.519392857142857","11.931","11.931","17.896","4.9","0.28","0.0633333333333333","0.2","0.11","","1984.37666666667","2271.25666666667","34.3386666666667","0.669"
"DAR20170715_0030","Darwin","DAR","130.76805","-12.4",2017-07-15,"170.11654","","2","2017","7","15","10:00:00","","","","","","","","5943709.64420592","3718.66","0.976186791076127","51374.6435399225","12","2.07600849226132","0.835447276234074","10","1.93981391701242","0.842450480077627","2","0.693147180559945","1","26.7089214285714","34.33555","0.574","17.896","16.902","18.89","5.13333333333333","0.336666666666667","0.0833333333333333","0.133333333333333","0.143333333333333","","1985.53333333333","2270.75333333333","34.3406666666667","0.783"
"DAR20170715_0330","Darwin","DAR","130.76805","-12.4",2017-07-15,"242.84681","","2","2017","7","15","13:00:00","","","","","","","","","","","","","","","","","","","","","26.81725","34.3474357142857","0.556021428571429","15.908","11.931","16.902","5.36666666666667","0.34","0.0966666666666667","0.2","0.16","","1987.42666666667","2275.65","34.3546666666667","0.782"
"DAR20170715_0630","Darwin","DAR","130.76805","-12.4",2017-07-15,"137.47436","","2","2017","7","15","16:00:00","8244.0412","4862.4372","0.57173517166745","","13","1.78133551078363","0.694491493799538","","","","","","","","","","","","","","26.8184571428571","34.34385","0.599835714285714","13.919","14.914","14.914","4.93333333333333","0.293333333333333","0.08","0.1","0.105","","1984.03","2275.01","34.3553333333333","0.8135"
"DAR20171009","Darwin","DAR","130.76805","-12.4",2017-10-10,"87.81119","","1.5","2017","10","10","07:57:00","4840.3355","2674.3407","0.641115749762175","","9","1.40041843463405","0.637357896447634","3707836.95956901","28685","0.921259842519685","6497.78063689864","6","1.61705315250955","0.902494548113777","5","1.41274463686385","0.877787596495242","1","0","","30.25558","34.9159733333333","0.7002","5.966","15.908","15.908","5.5","0.293333333333333","0.106666666666667","0.2","0.146666666666667","","2021.50666666667","2308.64666666667","34.916","1.2325"
"DAR20180208_2130","Darwin","DAR","130.76805","-12.4",2018-02-09,"56.75541","","2.5","2018","2","9","07:00:00","","","","","","","","29176900.8197684","15950","0.987012987012987","61792.0412022623","12","1.86549670501674","0.75073110097552","9","1.71830761931158","0.782035499254588","2","0.693147180559945","1","29.5799785714286","31.8845642857143","1.06022857142857","14.913","5.966","5.966","8","0.193333333333333","0.1","0.933333333333333","0.293333333333333","","1829.6","2084.88333333333","30.865","1.915"
"DAR20180209_0030","Darwin","DAR","130.76805","-12.4",2018-02-09,"42.65144","","2.7","2018","2","9","10:00:00","16633.7909","13053.8153","0.635805357531002","","10","1.8513499492414","0.804031067027404","","","","","","","","","","","","","","29.62155","32.3081642857143","0.942571428571429","17.896","5.966","5.966","5.9","0.186666666666667","0.156666666666667","0.8","0.42","","1857.29333333333","2134.11666666667","31.83","1.955"
"DAR20180209_0330","Darwin","DAR","130.76805","-12.4",2018-02-09,"30.66773","","2.9","2018","2","9","13:00:00","","","","","","","","","","","","","","","","","","","","","29.6430214285714","32.1313","1.09077142857143","15.908","5.965","8.948","6.5","0.21","0.17","1.8","0.79","","1834.24666666667","2101.83333333333","31.2413333333333","1.6715"
"DAR20180209_0630","Darwin","DAR","130.76805","-12.4",2018-02-09,"33.61363","","3","2018","2","9","16:00:00","","","","","","","","","","","","","","","","","","","","","29.8740642857143","31.6739285714286","1.15748571428571","6.96","5.966","10.937","7.53333333333333","0.18","0.17","0.85","0.31","","1825.81333333333","2094.39","31.0953333333333","1.307"
"DAR20180509","Darwin","DAR","130.76805","-12.4",2018-05-10,"16.84171","","5","2018","5","10","07:02:00","9791.1807","7492.574","0.695976340718498","","14","1.53324177199766","0.580980850545291","12489628.3932715","24593.73","0.971444138608111","13093.8659511708","16","1.91894154927816","0.692111864224848","14","1.83465845078131","0.695194617484412","","","","29.6436266666667","33.0818133333333","-0.06904","14.914","14.914","","5.2","0.173333333333333","0.115","0.3","","","1933.48","2210.43666666667","33.0766666666667","0.406"
"DAR20180730_2130","Darwin","DAR","130.76805","-12.4",2018-07-31,"97.76151","","1.3","2018","7","31","07:03:00","","","","","","","","","","","","","","","","","","","","","26.6722857142857","34.1707571428571","0.00472857142857143","5.966","20.878","13.919","6.46666666666667","0.45","0.163333333333333","0.2","0.356666666666667","","1997.02333333333","2292.88666666667","34.1736666666667","0.6125"
"DAR20180731_0030","Darwin","DAR","130.76805","-12.4",2018-07-31,"196.47782","","1.75","2018","7","31","10:00:00","","","","","","","","","","","","","","","","","","","","","26.6746461538462","34.1786769230769","0.180961538461538","18.89","18.89","15.908","6.36666666666667","0.41","0.0933333333333333","0.3","0.3","","1994.97","2289.98333333333","34.183","0.629"
"DAR20180731_0330","Darwin","DAR","130.76805","-12.4",2018-07-31,"207.90013","","1.8","2018","7","31","13:00:00","","","","","","","","","","","","","","","","","","","","","26.6915769230769","34.1802538461538","0.0448153846153846","16.902","16.902","16.902","6.36666666666667","0.456666666666667","0.09","0.2","0.32","","1995.57666666667","2280.64","34.183","0.5925"
"DAR20180731_0630","Darwin","DAR","130.76805","-12.4",2018-07-31,"25.93889","","1.5","2018","7","31","16:00:00","7295.9824","6179.2504","0.656355421686747","","14","1.59103729892223","0.602880915494996","25031993.2338102","35235.2","0.921052631578947","16071.4106334993","14","2.0645154309116","0.782292755729025","13","1.98637956961925","0.774432276349157","","","","26.7503076923077","34.1799846153846","0.0168538461538462","15.908","15.908","15.908","6.23333333333333","0.383333333333333","0.0733333333333333","0.2","0.25","","1993.24333333333","2279.11666666667","34.1836666666667","0.6895"
"DAR20181030","Darwin","DAR","130.76805","-12.4",2018-10-31,"","","2.5","2018","10","31","08:26:00","","","","","","","","10135008.4552069","5819.21","0.982638496018103","72473.6389195519","15","2.4535826299177","0.906032919522343","14","2.37799537156117","0.901077572235935","","","","30.8978666666667","35.0401733333333","0.509926666666667","8.948","12.925","18.89","6.8","0.32","0.986666666666667","0.2","0.105","","2029.61666666667","2323.30666666667","35.032","0.845"
"DAR20190213_2130","Darwin","DAR","130.76805","-12.4",2019-02-14,"14.45175","","1","2019","2","14","07:00:00","","","","","","","","658064.264559461","300","","75654.0616232639","3","1.03972077083992","0.946394630357186","2","0.636514168294813","0.918295834054489","","","","29.8701333333333","34.0774666666667","0.546475","5.965","8.948","15.908","10.4666666666667","0.58","0.143333333333333","4","0.856666666666667","","1987.61666666667","2258.71666666667","34.0716666666667","0.686"
"DAR20190214_0030","Darwin","DAR","130.76805","-12.4",2019-02-14,"10.15131","","1.2","2019","2","14","10:00:00","4285.1847","3640.327","0.672771399245178","","12","1.59480764982794","0.641797811585397","","","","","","","","","","","","","","29.8010846153846","34.1107461538462","0.559892307692308","15.908","7.954","18.89","10.6333333333333","0.63","0.166666666666667","4","0.846666666666667","","1983.59666666667","2253.63333333333","34.1046666666667","0.8615"
"DAR20190214_0330","Darwin","DAR","130.76805","-12.4",2019-02-14,"10.98338","","1.2","2019","2","14","13:00:00","","","","","","","","","","","","","","","","","","","","","29.8266","34.1160833333333","0.58695","16.902","7.954","18.89","11.0666666666667","0.683333333333333","0.136666666666667","4.2","0.84","","1982.51666666667","2253.37","34.106","1.0325"
"DAR20190214_0630","Darwin","DAR","130.76805","-12.4",2019-02-14,"8.17513","","1.2","2019","2","14","16:00:00","","","","","","","","","","","","","","","","","","","","","30.0914538461538","34.1268384615385","0.591823076923077","9.942","16.902","5.966","10.6333333333333","0.6","0.13","4","0.756666666666667","","1982.72","2254.24333333333","34.1066666666667","0.9955"
"DAR20190529","Darwin","DAR","130.76805","-12.4",2019-05-30,"93.93976","","4","2019","5","30","08:39:00","15029.3513","11164.661","0.694694565513454","","9","1.7694747078011","0.80532264478231","27591046.2788757","23316.59","0.981538468603549","39540.5218151225","16","2.42079260705855","0.87311637230601","14","2.3173931008824","0.878113967012702","","","","27.8288642857143","34.6782571428571","0.31215","10.937","7.954","5.966","6.7","0.2","0.143333333333333","0.2","0.17","","1985.99","2282.10666666667","34.6796666666667","0.4885"
"DAR20190722_2130","Darwin","DAR","130.76805","-12.4",2019-07-23,"52.76691","","1.75","2019","7","23","07:00:00","","","","","","","","","","","","","","","","","","","","","25.0543285714286","35.2174","0.590992857142857","18.89","5.966","18.89","6.13333333333333","0.25","0.07","0.2","0.125","","2028.77333333333","2319.42666666667","35.234","0.573"
"DAR20190723_0030","Darwin","DAR","130.76805","-12.4",2019-07-23,"74.98762","","1.75","2019","7","23","10:00:00","","","","","","","","","","","","","","","","","","","","","25.0557357142857","35.2385214285714","0.642121428571429","17.896","10.937","20.879","6.2","0.27","0.085","0.1","0.125","","2031.17","2322.70333333333","35.2403333333333","0.7915"
"DAR20190723_0330","Darwin","DAR","130.76805","-12.4",2019-07-23,"44.43279","","3.2","2019","7","23","13:00:00","","","","","","","","","","","","","","","","","","","","","25.0751642857143","35.24345","0.586885714285714","18.89","5.966","12.925","6.2","0.23","","0.133333333333333","0.1","","2031.08333333333","2320.99666666667","35.243","0.8105"
